WORD	ANG. SPEL.	MEANING	KIND	FOREBEAR	WHENCE	NOTES
Markishman	Markiscman	᛫ a Mercian ᛫	N	Merces	ME	plural: Marks; Markishmen
Marklaw	Marklaƿ	᛫ the region in Britain which was governed by Mercian law ᛫	N(P)	merchinelaga	OE	
markle	markel	᛫ a target ( a mark to aim at ) ᛫ a signet ᛫ a seal ᛫ an ensign ᛫	N	mircels	OE	
Markrich	Markric	᛫ Mercia ᛫	N(P)	Merkyneriche[Miercna Rīce]	ME	or: Mark (ME Merce); March (ME Merce)
markstead		᛫ a borderland ᛫	N	mearcstede	OE	
markworthy	markƿorþy	᛫ noteworthy ᛫	AJ	~	NE	[MW]
marmstone		᛫ marble ᛫	N	marmestan[marmanstān]	ME	
marplot		᛫ a person or thing which ruins a plan ᛫	N	~	NE	[OXF]
marrow	marroƿ	᛫ a courgette ᛫ a zucchini ᛫	N	~	NE	
marsh	marsc	᛫ a stretch of unforested wetland ᛫	N	~	NE	
marth	marþ	᛫ a marten ( a kind of weasel ) ᛫	N	mearþ	OE	
mash	masc	᛫ pulp ᛬ to crush or smash something to a pulp ᛫ to press forcefully ᛫	N᛬V	~	NE	
masker		᛫ to wander aimlessly ᛫ to bewilder ᛫ to confuse ᛫ to bewitch ᛫ to fascinate ᛫	V	masker&malskren	NE&ME	of note: malscrung ᛫ [OXF]
match	mac	᛫ an equivalence ᛫ a parallel ᛫ a spouse ᛫ a mate ᛫ a pair ᛫ a couple ᛫	N	match&gemæcca	NE&OE	kin: make
math	maþ	᛫ a mowing ᛫ that which is gathered by mowing ᛫	N	~	NE	found in "aftermath"
mathe	maþe	᛫ a maggot ᛫ a grub ᛫	N	māthe[maþa]	ME	
mathel	maþel	᛫ to speak formally ᛫ to declaim ᛫ to declare ᛫ to give a speech ᛫	V	mathelen	ME	
mathelstead	maþelstead	᛫ a place of assembly ᛫	N	mæþelstede	OE	
mathom	maþom	᛫ a trinket ᛫ a knickknack ᛫ a treasure ᛫	N	~[māþum]	NE‹OE	revived by Tolkien
mathomhouse	maþomhuse	᛫ a treasury ᛫	N	māþumhūs	OE	
mattock		᛫ a farming tool with right angled blades like a pickaxe ᛫	N	~	NE	
maw	maƿ	᛫ a mouth ᛫ a stomach ᛫ appetite ᛫ inclination ᛫ liking ᛫	N	~	NE	
maw	maƿ	᛫ a boy ᛫ a young adult human male ᛫	N	magu	OE	
mawk	maƿk	᛫ a maggot ᛫	N	~	NE‹N	kin: maddock
mawkish	maƿkisc	᛫ sentimental in an exaggerated or false way ᛫ sappy ᛫	AJ	~	NE‹N	
may		᛫ a family member ᛫ a relative ᛫ a kins-person ᛫ a kinsman ᛫ a kinswoman ᛫	N	mei&mai[mǣg][mæg]	ME&ME	merge of two related words
may		᛫ to mix ᛫ to mash ᛫ to blend ᛫	V	maȝcen&mecgan	ME&OE	
maybe		᛫ possibly ᛫ perchance ᛫	AV	~	NE	
mayhap		᛫ perhaps ᛫ possibly ᛫	AV	~	NE	
mayheamed		᛫ incest ᛫	N	mæghǣmed	OE	
maywrit	mayƿrit	᛫ a writing containing a list of kinsmen ᛫ a genealogical table ᛫ pedigree ᛫	N	mǣggewrit	OE	glossary word
maze	mase	᛫ a labyrinth ᛬ to confuse ᛫ to confound ᛫	N᛬V	maze&māsen	NE&ME	
meadow	meadoƿ	᛫ a stretch of grassland ( especially one used for hay ) ᛫	N	~	NE	or: mead
meadowsweet	meadoƿsƿeet	᛫ a Filipendula ulmaria plant ᛫	N	~	NE	
meal		᛫ to stain ᛫ to spot ᛫ to mark ᛫	V	~[gemǣlan]	ANE	
meal		᛫ a container ᛫ a basin ᛫ a bucket ᛫ a tub ᛫ a measure of time ᛫	N	mēle[mēle/mǣle]	ME	
meal		᛫ grain which has been turned into a powder ᛫ flour ᛫	N	~[mēle][melu/meolo]	NE	
mean		᛫ common ᛫ general ᛫ rude ᛫ cruel ᛫	AJ	~[mǣne]	NE	"mean" as in average comes from "medianus"
mean		᛫ to intend ᛫	V	~[mǣnan]	NE	
meaningly		᛫ intentionally ᛫ purposely ᛫	AV	~	NE	
meanly		᛫ common ᛫ shared ᛫	AJ	menelich	ME	
meanname		᛫ a common noun ᛫	N	mean+name	NE×2	calque: common noun; gemǣnelīc nama
meanness		᛫ a piece of commonly held land ᛫ communion ᛫	N	mēnnesse	ME	Minnises of Kent may come from dialectal alteration of this word
meanwealth	meanƿealþ	᛫ a republic ᛫	N	mean+wealth	NE×2	calque: commonwealth
mearth	mearþ	᛫ grandeur ᛫ a marvel ᛫ a glorious thing ᛫	N	mērthe[mǣrþu]	ME	
meat		᛫ ( shows the word pertains to food and culinary arts ) ᛫	PREFIX	mete	OE	example: "meteswamb" means "edible mushroom"
meateater		᛫ a carnivore ᛫	N	~	NE	
meatfettle	meatfettel	᛫ a chest or a cupboard for storing food ᛫ a pantry ᛫ a larder ᛫ a butlery ᛫	N	meatfittle	ANE	
meatsax		᛫ a food knife ᛫	N	meteseax	OE	
meddem		᛫ common ᛫ average ᛫ mediocre ᛫	AJ	medeme[medume]	ME	
medge	mecg	᛫ an adult human male ᛫	N	megge[mecg]	ME	
meech	meec	᛫ a sword ᛫	N	meche[mēce]	ME	
meechfish	meecfisc	᛫ a mullet ( as in the fish ) ᛫	N	mēcefisc	OE	
meed		᛫ a payment ᛫ a reward ᛫ an award ᛫ a bribe ᛫ merit ᛫ desert ᛬ to reward ᛫ to deserve ᛫ to merit ᛫	N᛬V	mẹ̄de&mẹ̄den[mēd]	ME&ME	
meedful		᛫ meritorious ᛫	AJ	~	NE	
meel		᛫ speech ᛬ to speak ᛫	N᛬V	mēlen&mǣl&mǣlan	ME&OE&OE	kin: mal (N)
meer		᛫ famous ᛫ renowned ᛫ illustrious ᛫ distinguished ᛫ celebrated ᛫	AJ	mēr[mǣre]	ME	
meet		᛫ to dream ᛫ to have a vision ᛫	V	mēten[mǣtan]	ME	
meet		᛫ suitable ᛫ fitting ᛫ proper ᛫	AJ	~[gemǣte]	NE	
meeth	meeþ	᛫ abstemiousness ᛫ self-restraint ᛫ self-imposed discipline ᛫ temperance ᛫ capacity ᛫ capability ᛫	N	mēthe&mǣþ	ME&OE	
meeth	meeþ	᛫ exhausted ᛫ weary ᛫	AJ	mēþe	OE	
meethful	meeþful	᛫ temperate ᛫ modest ᛫ undemanding ᛫ moderate ᛫	AJ	mēthful[mǣþful]	ME	
meeting		᛫ a dream ( especially prophetic or admonitory ) ᛫ a vision ᛫	N	mētinge[mǣting]	ME	
meetly		᛫ suitably ᛫ properly ᛫	AV	meet+ly	NE×2	
meld		᛫ to fuse ᛫	V	~	NE	
mensk		᛫ honour ᛫ an honoured state or condition ᛫ honourable ᛫ praiseworthy ᛫	N᛬AJ	menske	ME‹N	
merch	merc	᛫ an Apium graveolens plant ( celery ) ᛫	N	merch[merece]	ME	
mere		᛫ a sea ᛫ a lake ᛫ a pond ᛫	N	~	NE	found in: mermaid
mere		᛫ a border ᛫ boundary ᛬ to set a border or boundary ᛫	N᛬V	~[mǣre]	NE	
mereing		᛫ a written note on a map giving information about a boundary ᛫	N	~	NE	
mergroat		᛫ a pearl ᛫	N	mere+groat	NE×2	based on a folk etymology of meregrot (margarita)
merrail		᛫ a sail ( poetic ) ᛫	N	merehrægel	OE	
merry		᛫ cheerful and lively ᛫ festive ᛫	AJ	~	NE	
merrymake		᛫ to celebrate ᛫ to be festive ᛫	V	~	NE	
merrymaker		᛫ a reveler ᛫	N	~	NE	[MW]
merrymaking		᛫ festivity ᛫ conviviality ᛫	N	~	NE	[MW]
merryman		᛫ a jester ᛫ a buffoon ᛫	N	~	NE	[MW]
merrymeeting		᛫ a festive gathering ᛫ a festival [ᚹ] ᛫	N	~	NE	[MW]
merse	mers	᛫ to exalt ᛫ to glorify ᛫ to make known ᛫	V	mǣrsian	OE	
merswine	mersƿine	᛫ a dolphin ᛫	N	~[mereswīn]	NE	
meshdoor	mescdoor	᛫ a screen door ᛫	N	mesh+door	NE×2	
mess		᛫ to feed ᛫ to furnish with provisions ᛫	V	metsian	OE	
mete		᛫ to paint ᛫ to sculpt ᛫	V	mẹ̄ten[mētan]	ME	
mete		᛫ a measurement ᛫ a measure ᛫ a mood ( grammar ) ᛫ a measure ( music ) ᛬ to measure ᛫ to regulate ᛫ to moderate ᛫	N᛬V	gemet&mete&metgian	OE&NE&OE	"mood" from Ælfric the grammarian
meted		᛫ the Maker ᛫ God ( poetic ) ᛫	N	metod/meodod	OE	
metekindly		᛫ metrical ᛫	AJ	metcundlic	OE	
meteledge	metelecg	᛫ to moderate ᛫	V	gemetlǣcan	OE	
meteyard		᛫ a measuring rod ᛫	N	~	NE	
methinks	meþinks	᛫ it seems to me ᛫	V	~	NE	
meting		᛫ a measurement ᛫ an amount ᛫ measuring ᛫ dimensions ᛫	N	meting&mēting	NE&ME	
meting		᛫ -metry ᛫	SUFFIX	mete+-ing	NE×2	
meting		᛫ a painting ᛫ a picture ᛫ a sculpture ᛫ an image [ᚹ] ᛫	N	mēting	OE	
mew	meƿ	᛫ a gull ᛫ a seagull ᛫	N	~	NE	[MW]
mewel	meƿel	᛫ a maiden ᛫ a damsel ᛫	N	mēowle	OE	
Michigan Mere	Miscigan	᛫ Lake Michigan ᛫	N(P)	Michigan+mere	NE‹O+NE	
mid		᛫ with ( as in "together" never as in "against" ) ᛫	P	~	ME	found in: midwife
mid		᛫ co- ᛫	PREFIX	mid	OE	
mid eld		᛫ the middle ages ᛬ medieval ᛫	N᛬AJ	mid+eld	NE+ME	calque
midbody		᛫ the middle of the body ᛫ the torso ᛫	N	~	NE	
midbrain		᛫ the mesencephalon ᛫	N	~	NE	
middaily		᛫ meridian ᛫	AJ	middæglīc	OE	
midday		᛫ noon ᛫	N	~	NE	"noon" comes from Latin
middenhead		᛫ a dunghil's top ᛫	N	~	NE	
middenstead		᛫ a dunghil ᛫ the site of a dunghill ᛫	N	~	NE	
middleground	middelgrund	᛫ a compromise ᛫	N	middle ground	NE	
middleman	middelman	᛫ intermediary ᛫	N	~	NE	
middling		᛫ average ᛫ moderate ᛫ mean ᛫ median ᛫ medium ᛫ mediocre ᛫ intermediate ᛬ fairly ᛫ moderately ᛫	AJ᛬AV	~	NE	
midge	micg	᛫ a mosquito [ᚹ] ᛫	N	~	NE	
midgut		᛫ the central loop of the alimentary canal of an embryo between the foregut and the hindgut ᛫	N	~	NE	
midriff		᛫ the midsection of the human torso ᛫	N	~	NE	
midthole	midþole	᛫ to sympathize ᛫	V	midþolian	OE	
midtholing	midþoling	᛫ compassion ᛫	N	midtholinge	ME	
midwist	midƿist	᛫ the act of being with others ᛫ co-being ᛫ participation ᛫	N	midwist	OE	
Midyard		᛫ Earth ᛫ Midgard ᛫ Middle Earth ᛫	N(P)	middangeard	OE	"Middle Earth" is a corruption of a corruption of Middangeard
mield	meeld	᛫ to accuse ᛫ to tell on someone ᛫ to inform against ᛫ to inform ᛫ to report ᛫ to evince ᛫ to announce ᛫	V	mẹ̄̆lden&meldian	ME&OE	vowel lengthened in ME?
mielder	meelder	᛫ a narrator ᛫ an informer ᛫ an announcer ᛫	N	melda	OE	
migh	mige	᛫ to urinate ᛫ to piss ᛫ to pee ᛫	V	mīȝen[migan]	ME	
might	migt	᛫ ability ᛫ capacity ᛫ power ᛫	N	might&might	NE&ME	
mighten	migten	᛫ to enable ᛫ to empower ᛫	V	might+en	NE×2	
mightened	migtened	᛫ enabled ᛫ empowered ᛫	AJ	might+en+ed	NE×3	
mighth	migþ	᛫ urine ᛫ pee ᛫ piss ᛫	N	miȝethe	ME	rhyme: writhe
mighthleech	migþleec	᛫ a urologist ᛫	N	miȝethe+leech	ME+NE	rhyme: writhe peach
mightlihood	migtlihood	᛫ a possibility ᛫	N	mightly+hood	OE+NE	based on: likelihood
mightly	migtly	᛫ possible ᛫	AJ	mihtlic/meahtelic	OE	
milch	milc	᛫ able to give milk ᛫ able to be milked ᛫	AJ	milch	ME	
milch cow	milc cue	᛫ a cow kept for milking ᛫ a cash cow ᛫	N	~	NE	[MW]
milkcoffee		᛫ latte ᛫	N	milk+coffee	NE×2‹	calque: caffè latte
milken		᛫ lactael ᛫	AJ	~	NE	
milkhouse	milkhuse	᛫ a dairy ᛫ a creamery ᛫ a cheesery ᛫ a lactarium ᛫	N	~	NE	
milklithe	milkliþe	᛫ very soft ᛫ very gentle ᛫ soft as milk ᛫	AJ	meolclīþe	OE	
milksop		᛫ a feeble or ineffectual person ᛫ a coward ᛫	N	~	NE	
milksoppy		᛫ timid ᛫ milquetoast ᛫ insipid ᛫	ADJ	~	NE	
millbeetle	millbeetel	᛫ a cockroach ᛫	N	~	NE‹(I+E)	
milse		᛫ mercy ᛫ pardon ᛬ to be merciful to ᛫ to pardon ᛬ mercy me! ᛫	N᛬V᛬I	milce&milcen	ME	
milsey		᛫ a milk strainer ᛫	N	~	NE	from milk-sye, from Middle English mylke syhe (milk sieve)
milt		᛫ spleen ᛫	N	~	NE	
milth	milþ	᛫ mercy ᛫	N	milthe	ME	kin: mild
mimmer		᛫ to keep in memory ᛫ to remember ᛫	V	mimorian	OE	
min		᛫ memory ᛫ remembrance ᛫	N	min	ME	
minchen	mincen	᛫ a nun ᛫ a female monk ᛫	N	minchen[mynecenu]	ME	should Munich be named this in Anglish?
mindfarer		᛫ a psychonaut ᛫	N	mind+farer	NE×2	
mindful		᛫ having mental faculties not dulled by sleep faintness or stupor ᛫	AJ	~	NE	
mindless		᛫ senseless ᛫ stupid ᛫ heedless ᛫	AJ	~	NE	
mindlokening		᛫ psychiatry ᛫	N	mind+lācnung	NE+OE	
mindlore		᛫ psychology ᛫	N	mind+lore	NE	
mindly		᛫ mental ᛫	AJ	~	NE	
mindset		᛫ a mentality ᛫	N	~	NE	
minge	mincg	᛫ to mix ᛫ to blend ᛫ to mingle ᛫	V	mē̆nǧen	ME	rhyme: singe ᛫ kin: mingle
mingle	mingel	᛫ to mix ᛫ to associate ( especially at social functions ) ᛫	V	~	NE	
minse		᛫ to diminish ᛫ to chop into bits ᛫ to mince ᛫	V	minsian	OE	kin: mince
minster		᛫ a monastery ᛫	N	minster[mynster]	ME‹OE‹I	
mint		᛫ an intent ᛫ an aiming ᛬ to intend ᛫ to aim ( with a weapon or otherwise ) ᛫	N	minten[myntan]	ME	
mir		᛫ myrrh ᛫ a Commiphora myrrha plant ᛫	N	mirre/murre[myrra/myrre]	ME‹OE‹I‹H‹O	or: mur
mire		᛫ a fen ᛫ a bog ᛫	N	~	NE‹N	
mirth	mirþ	᛫ merriment ᛫ jollity ᛫ amusement ᛬ to amuse ᛫ to entertain ᛫ to cheer up ᛫	N	mirth&mirthen	NE&ME	
misbegotten		᛫ illegitimate ( born out of wedlock ) ᛫ ill-conceived ᛫	AJ	~	NE	
misbeholden		᛫ disobliging ᛫ unbecoming ᛫ offensive ᛫	AJ	~	NE	[MW]
misbelieve	misbeleef	᛫ to disbelieve ᛫ to hold an erronious belief ᛫	V	~	NE	
misbid		᛫ to abuse ᛫ to mistreat ᛫	V	misbidden	ME	
misbirth	misbirþ	᛫ a miscarriage ᛫	N	~	NE	
misbrook		᛫ to misuse ᛫	V	mis+brook	NE×2	
mischar	miscar	᛫ to pervert ᛫	V	miscyrran	OE	
misdeed		᛫ an offense ᛫	N	~	NE	
misdeem		᛫ to misjudge ᛫	V	~	NE	
misdoom		᛫ a misjudgment / a misjudgement ᛫	N	misdōm	ME	
misfall		᛫ a mishap ᛫ misfortune ᛬ to suffer bad luck ᛫ to turn out badly ᛫	N᛬V	~	NE	[CED]
misfare		᛫ an error ᛫ a transgression ᛫ a mishap ᛫ misfortune ᛫ ill fate ᛬ to err ᛫ to transgress ᛫ to go wrong or astray ᛫ to be unfortunate ᛫	N᛬V	~	NE	[OXF]
misgang		᛫ a trespass ᛫	N	misgang	ME	
misgiving	misgifing	᛫ doubt ᛫ apprehension ᛫	N	~	NE‹(E+N)	usually used in its plural form: "misgivings"
mish	misc	᛫ to mix ᛫	V	miscian	OE	
mishandle	mishandel	᛫ to maltreat ᛫ to mistreat ᛫ to abuse ᛫ to misuse ᛫ to mismanage ᛫	V	~	NE	
mishap	miscap	᛫ an unfortunate accident ᛫	N	~	NE	
mishappen	miscappen	᛫ to occur by misfortune ᛫	V	~	NE	
mislike		᛫ to dislike ᛫ 	V	misliken	ME	
mislore		᛫ evil teaching ᛫ misinformation ᛫	N	~	NE	
misname		᛫ a misnomer ᛬ to call by a wrong name ᛫	N᛬V	~	NE	
misnim		᛫ to mistake ᛫	V	misnimen	ME	PST: misnam, PTCP: misnum
misnimming		᛫ a mistake ᛫ an error ᛫	N	misniminge	ME	
misput		᛫ to misplace ᛫	V	~	NE	
misqueath	miscƿeaþ	᛫ to slander ᛫ to calumniate ᛫ to malign ᛫ to slander ᛫ to traduce ᛫	V	miscweþan	OE	
misqueme	miscƿeem	᛫ to displease ᛫	V	miscwemen	ME	
misread		᛫ to misadvise ᛫ to misinterpret ᛫	V	~	NE	
misreckon		᛫ to miscalculate ᛫	V	~	NE	[MW]
misser		᛫ a half-year ᛫	N	missere	OE	
misshapen	misscapen	᛫ deformed ᛫	AJ	~	NE	
missliness		᛫ variousness ᛫ diversity ᛫ variability ᛫ ununiformity ᛫	N	mislīch+ness	ME+NE	
missly		᛫ various ᛫ diverse ᛫ variable ᛫ ununiform ᛬ variously ᛫ diversely ᛫ ununiformly ᛫	AJ᛬AV	mislīch	ME	
misspeak		᛫ to mispronounce ᛫	V	~	NE	
mist		᛫ fog ᛫ a cloud of smoke ᛫ vapour ( including aromatic vapour ) ᛫ a gas ᛫	N	mist&mist	NE&ME	
Mistassini Mere		᛫ Lac Mistassini ᛫	N(P)	Mistassini+mere	NE‹O+NE	
misthee	misþee	᛫ to fail to improve to degenerate ᛫	V	misþēon	OE	
mistide		᛫ to have bad luck ᛫ to turn out badly ᛫	V	mistiden	ME	
mistihood		᛫ a mystery ᛫ mystery ᛫ obscurity ᛫	N	mistīhēd	ME	
mistiming		᛫ an anachronism ᛫	N	mis+timing	NE×2	invented by William Barnes
mistle	mistel	᛫ basil ᛫ mistletoe ᛫	N	~	NE	
mistrust		᛫ distrust ᛫ suspicion ᛬ to distrust ᛫ to have no confidence in ᛫	N᛬V	~	NE	
miswend	misƿend	᛫ to go astray ᛫ to subvert ᛫ to pervert ᛫ to deform ᛫	V	miswenden	ME	
miswise	misƿise	᛫ to misguide ᛫ to misdirect ᛫ to misinstruction ᛫	V	miswissian	OE	
misworking	misƿorking	᛫ dysfunctional ᛫	AJ	~	NE	
miswrought	misƿrougt	᛫ poorly made ᛫ poorly worked ᛫ misworked ᛫	AJ	~	NE	
mithe	miþe	᛫ to conceal ᛫ to dissemble ᛫ to restrain oneself ᛫ to suppress one's feelings ᛫ to restrain oneself ᛫ to refrain from ᛫	V	mithen&mīþan	ME&OE	
mixen		᛫ a dung heap ᛫ a dunghill ᛫ odure ᛫	N	~[mixen]{meox}	NE	kin: "mix"
moddry		᛫ an aunt ᛫	N	moddri[mōdrige]	ME	
moddrydaughter	moddrydaugter	᛫ a maternal female cousin ᛫	N	moddri+daughter	ME+NE	built on analogy with "modry sune" ᛫ see "needmay"
moddryson	moddrysun	᛫ a maternal male cousin ᛫	N	moddri sune	ME	see "needmay"
mold		᛫ the surface of the earth ᛫	N	~	NE	[MW]
molten		᛫ liquefied by heat ᛫	AJ	~	NE	
mond		᛫ a basket ᛫	N	mand/mond	OE	kin: maund
mone		᛫ a companion ᛫ a partner ᛫ companionship ᛫ participation ᛫ assistance ᛫ sexual intercourse ᛫	N	mōn	ME	
mone		᛫ evil ᛫ wickedness falsehood ᛫ evil personified ᛫ the Devil ᛬ wicked ᛫ false ᛫ base ᛫	N᛬AJ	mon/man/mone[mān]	ME&OE	
mong		᛫ a mixture ᛫ a mingling ᛫ an intermixture ᛫ confusion ᛫ dealings or association between people ᛫	N᛬V	mōng[gemang]	ME	
mong		᛫ to traffic (with) ᛫ to barter ᛫	V	~[monger]	NE	backformation of monger which came from mong
monger		᛫ a dealer ᛫ a trader ᛫	N	monger	NE‹Þ‹I‹H	
monkhouse	munkhuse	᛫ a monastery ᛫	N	monk house	NE‹OE‹(I+E)	
monkly	munkly	᛫ monastic ᛫	AJ	~	NE‹(O+E)	[MW]
monkstow	munkstoƿ	᛫ a monastery ᛫ a hermitage ᛫	N	munucstōw	OE‹I	
Monnight	Monnigt	᛫ the night following Monday's dusk ᛫	N(P)	~	NE	from mōnanniht or from Monday+night
monthadle	monþadel	᛫ menstruation ᛫	N	mōnaþādl	OE	
monthadly	monþadly	᛫ undergoing menstruation ᛫	AJ	mōnaþādlig	OE	
monthblood	monþblood	᛫ menses ᛫ menstrual blood ᛫	N	mōnaþblōd	OE	
mood		᛫ courage ᛫ valor ᛫ a mental state ᛫ an emotional state ᛫ a state of mind ᛫	N	~	NE	
moodsick		᛫ distressed ᛫ of troubled mind ᛫	AJ	mōdsēoc	OE	
moodthrake	moodþrake	᛫ impetuosity of mind ᛫ impetuous or daring courage ᛫	N	mōdþracu	OE	
moonbone		᛫ a lunate bone ᛫	N	moon+bone	NE×2	calque: maanbeen, Mondbein
moonling		᛫ a lunatic ᛫ a crazy or insane person ᛫	N	~	NE	
moonly		᛫ lunar ᛫	AJ	~	NE	
moonmadness		᛫ lunacy ᛫	N	moonmadness	NE	
moonrown	moonrune	᛫ a Chinese character ᛫ any character inspired by Chinese characters ( such as those in kana and hangul ) ᛫	N	moon+rown	NE×2	potentially offensive ᛫ see: Hanrown
moonscape		᛫ a devastated land ᛫	N	~	NE	
moonshine	moonscine	᛫ illicitly distilled alcohol ᛫ nonsense ᛫	N	~	NE	
moonsick		᛫ crazy ᛫ lunatic ᛫	AJ	~	NE	
moonstruck		᛫ insane ᛫ crazy ᛫ ludicrous ᛫	AJ	~	NE	
moor		᛫ a stretch of uncultivated highland characterized by low-growing vegetation ᛫	N	~	NE	
moorfowl	moorfule	᛫ the Lagopus scotica bird ᛫	N	moorfowl	NE	
Moorland		᛫ Mauritania ᛫	N(P)	Moor+land	NE‹O+NE	or: Mauritany
moorle	moorel	᛫ a rope for mooring a ship ᛫ pronesium ᛫	N	mǣrels	OE	
moose	moos	᛫ food ᛫ nourishment ᛫	N	mōs	OE	
moot		᛫ an assembly ᛫ a council ᛬ to broach ᛫ to talk about ᛫ to debate ᛫ to argue ᛫ to dispute ᛬ no longer relevant ᛫	N᛬V᛬AJ	~	NE	
moothall	mooþall	᛫ a room or building in which a moot is held ᛫	N	~	NE	
mooting		᛫ conversation ᛫ discussion ᛫ discourse ᛫ debate ᛫	N	mooting&motung	NE&OE	
mootstow	mootstoƿ	᛫ a meeting place ᛫ a forum ᛫	N	gemōtstōw	OE	
more		᛫ an edible root ( like a carrot or parsnip ) ᛫ a root ᛫ an origin ᛬ to take root ᛫ to root ᛫	N᛬V	more[more]&mōren	ME&ME	
morebeam		᛫ a Morus plant ( a mulberry tree ) ᛫	N	mōrbēam	ME‹OE‹I	
moreberry		᛫ a mulberry ᛫	N	morberi	OE‹I	
morecrop		᛫ a Pimpinella plant ( a pimpernel ) ᛫	N	~	ANE	
moreness		᛫ plurality ᛫	N	~	NE	
morning beads		᛫ matins ᛫	N	~	NE	
Morningland		᛫ the Orient ᛫ the Far East ᛫	N	~	NE	poetic?
morrow	morroƿ	᛫ the following day ᛫ the time following an event ᛫ the near future ᛫	N	~	NE	
morth	morþ	᛫ murder ᛫ slaughter ᛫	N	morth	ME	
mostlings		᛫ for the most part ᛫	AV	~	NE	[MW]
mot		᛫ to be allowed ᛫ to be permitted ᛫ to be compelled ᛫ must ᛫ may ( subjunctive ) ᛫	V	mọ̄ten	ME	modal verb ᛫ once the present tense of "must" ᛫ shortened ~1500
mote		᛫ a particle ᛫ an atom ᛫	N	~	NE	
motherland	moþerland	᛫ the land of one's ancestors or birth ᛫ the country which founded a colony ᛫	N	~	NE	
motherly	moþerly	᛫ maternal ᛫	AJ	~	NE	
mothermorth	moþermorþ	᛫ matricide ᛫	N	mother+morth	NE+ME	calque: Muttermord
motherslayer	moþerslayer	᛫ a matricide ᛫	N	mōdorslaga	OE	
mothertongue	moþertung	᛫ one's native language ᛫	N	~	NE	
motherwit	moþerƿit	᛫ common sense ᛫	N	mother wit	NE	
mothren	moþren	᛫ maternal ᛫	AJ	mēdren	OE	
mound	mund	᛫ a hand ᛫ a hand ( a measurement ) ᛫ guardianship ᛫ protection ᛫	N	mound[mund]	ME	
moundbreach	mundbreac	᛫ violation of security ᛫	N	~	NE	
mount	munt	᛫ a mountain ᛫ a hill ᛫	N	munt[mons]	OE‹I	
mouser	muser	᛫ an animal that catches mice ( especially a cat ) ᛫	N	~	NE	
mouthly	muþely	᛫ oral ᛫	AJ	~	NE	
mouthroof	muþeroof	᛫ the palate ᛫	N	mūþhrōf	OE	
mouthroofy	muþeroofy	᛫ palatal ᛫	AJ	mūþhrōf+y	OE+NE	
mow	muhe	᛫ to be able to ᛫ to maybe be able to ᛫ to be permitted to ᛫ to be allowed to ᛫	V	mouen	ME	PST: might ᛫ PTCP: ? ᛫ PRES: may ᛫ PPR: mowing ᛫ rhyme: how
mowing	muing	᛫ capable ᛫ able ᛫	AJ	mouing{mouen}	ME	from the present participle of ME "mouen"
much	muc	᛫ large ᛫ big ᛫	AJ	much/muchel	ME	
muchel	mucel	᛫ to increase ᛫ to magnify ᛫	V	muchelen[miclian]	ME	or: mickle; much
muchness	mucness	᛫ majesty ᛫ magnificence ᛫ greatness ᛫ size ᛫	N	muchelness	ME	
mug		᛫ a cup ᛫ face ( colloquial ) ᛫	N	~	NE‹N	
mugwort	mugƿort	᛫ an Artemisia vulgaris plant ᛫ an Artemisia plant [ᚹ] ᛫	N	~	NE	
mum		᛫ silent ᛫	AJ	~	NE	
mumble	mumbel	᛫ a quiet and indistinct utterance ᛬ to murmur ᛫	N᛬V	~	NE	
mun		᛫ to remember [ᚾ] ᛫	V	imunen[gemunan]	ME	English also had a cognate from Old Norse, see "mǒnen" in ME
munworthy	munƿorþy	᛫ memorable ᛫ worthy of being remembered ᛫	V	mun+worthy	OE+NE	
murk		᛫ darkness or particles that make it hard to see ᛫	N	~	NE	
murken		᛫ to murmur ᛫	V	murcnian	OE	
murky		᛫ dark and gloomy ( especially due to thick mist ) ᛫ darkly vague ᛫ obscure ᛫	AJ	~	NE	
murther	murþer	᛫ a murder ᛬ to murder ᛫	N᛬V	~	NE	"murder" might have French influence
murthersome	murþersum	᛫ murderous ᛫	AJ	~	NE	
murthry	murþry	᛫ muderous ᛫	AJ	murther+y	NE×2	
naft		᛫ poverty ᛫ indigence ᛫	N	næft	OE	literally: not-having? ᛫ see: haft
nafty		᛫ poor ( unwealthy ) ᛫ indigent ᛫	AJ	næftig	OE	
nag		᛫ to niggle or to gripe continuously ᛫	V	~	NE	
nailkin		᛫ a Dianthus plant ( a carnation ) ᛫	N	nail+kin	NE+ME	calque: Nelke
nake		᛫ to strip ᛫ to undress ᛫	V	~	NE	
nake		᛫ a seacraft ᛫	N	naca	OE	kin: navy
naked		᛫ stripped ᛫ naked ᛫ undressed ᛫	AJ	~	NE	
nakedness		᛫ nudity ᛫	N	~	NE	
nam		᛫ am not ᛫	V	neom	OE	equal to: nay am
name		᛫ a noun ᛫	N	~	NE	calque: nōmen
namebook		᛫ a register of names ᛫	N	nambōc	OE	
namecouth	namecooþ	᛫ famous ᛫ well-known ᛫ of note ᛫ of renown ᛫	AJ	namcūþ	OE	
nameless		᛫ anonymous ᛫ indefinable ᛫	AJ	~	NE	
namelessness		᛫ anonymity ᛫ indefinability ᛫	N	~	NE	
namesake		᛫ one who is named after another or for whom another is named ᛫	N	~	NE	
nameshunning	namescunning	᛫ antonomasia ᛫	N	name+shunning	NE×2	invented by William Barnes
naming		᛫ nomination ᛫	N	~	NE	
